date,mode_line,ridership,mode,DayOfWeek,TypeOfDay
2023-09-29,lrt ampang,155834,LRT,Friday,Weekday
2023-09-30,lrt ampang,117356,LRT,Saturday,Weekend
2023-10-01,lrt ampang,102970,LRT,Sunday,Weekend
2023-10-02,lrt ampang,159335,LRT,Monday,Weekday
2023-10-03,lrt ampang,164939,LRT,Tuesday,Weekday
2023-10-04,lrt ampang,165967,LRT,Wednesday,Weekday
2023-10-05,lrt ampang,164723,LRT,Thursday,Weekday
2023-10-06,lrt ampang,168200,LRT,Friday,Weekday
2023-10-07,lrt ampang,117280,LRT,Saturday,Weekend
2023-10-08,lrt ampang,104194,LRT,Sunday,Weekend
2023-10-09,lrt ampang,160677,LRT,Monday,Weekday
2023-10-10,lrt ampang,163932,LRT,Tuesday,Weekday
2023-10-11,lrt ampang,164959,LRT,Wednesday,Weekday
2023-10-12,lrt ampang,161817,LRT,Thursday,Weekday
2023-10-13,lrt ampang,197735,LRT,Friday,Weekday
2023-10-14,lrt ampang,111920,LRT,Saturday,Weekend
2023-10-15,lrt ampang,98380,LRT,Sunday,Weekend
2023-10-16,lrt ampang,161959,LRT,Monday,Weekday
2023-10-17,lrt ampang,187016,LRT,Tuesday,Weekday
2023-10-18,lrt ampang,167017,LRT,Wednesday,Weekday
2023-10-19,lrt ampang,166233,LRT,Thursday,Weekday
2023-10-20,lrt ampang,167968,LRT,Friday,Weekday
2023-10-21,lrt ampang,112580,LRT,Saturday,Weekend
2023-10-22,lrt ampang,102503,LRT,Sunday,Weekend
2023-10-23,lrt ampang,160945,LRT,Monday,Weekday
2023-10-24,lrt ampang,169839,LRT,Tuesday,Weekday
2023-10-25,lrt ampang,165138,LRT,Wednesday,Weekday
2023-10-26,lrt ampang,164608,LRT,Thursday,Weekday
2023-10-27,lrt ampang,165783,LRT,Friday,Weekday
2023-10-28,lrt ampang,115211,LRT,Saturday,Weekend
2023-10-29,lrt ampang,98246,LRT,Sunday,Weekend
2023-10-30,lrt ampang,158224,LRT,Monday,Weekday
2023-10-31,lrt ampang,163126,LRT,Tuesday,Weekday
2023-11-01,lrt ampang,166517,LRT,Wednesday,Weekday
2023-11-02,lrt ampang,164381,LRT,Thursday,Weekday
2023-11-03,lrt ampang,167152,LRT,Friday,Weekday
2023-11-04,lrt ampang,119716,LRT,Saturday,Weekend
2023-11-05,lrt ampang,104440,LRT,Sunday,Weekend
2023-11-06,lrt ampang,162582,LRT,Monday,Weekday
2023-11-07,lrt ampang,168981,LRT,Tuesday,Weekday
2023-11-08,lrt ampang,172189,LRT,Wednesday,Weekday
2023-11-09,lrt ampang,171653,LRT,Thursday,Weekday
2023-11-10,lrt ampang,175560,LRT,Friday,Weekday
2023-11-11,lrt ampang,125150,LRT,Saturday,Weekend
2023-11-12,lrt ampang,118480,LRT,Sunday,Weekend
2023-11-13,lrt ampang,101664,LRT,Monday,Weekday
2023-11-14,lrt ampang,152628,LRT,Tuesday,Weekday
2023-11-15,lrt ampang,162135,LRT,Wednesday,Weekday
2023-11-16,lrt ampang,173089,LRT,Thursday,Weekday
2023-11-17,lrt ampang,160067,LRT,Friday,Weekday
2023-11-18,lrt ampang,112646,LRT,Saturday,Weekend
2023-11-19,lrt ampang,96012,LRT,Sunday,Weekend
2023-11-20,lrt ampang,160409,LRT,Monday,Weekday
2023-11-21,lrt ampang,165504,LRT,Tuesday,Weekday
2023-11-22,lrt ampang,250614,LRT,Wednesday,Weekday
2023-11-23,lrt ampang,168627,LRT,Thursday,Weekday
2023-11-24,lrt ampang,170630,LRT,Friday,Weekday
2023-11-25,lrt ampang,118685,LRT,Saturday,Weekend
2023-11-26,lrt ampang,102424,LRT,Sunday,Weekend
2023-11-27,lrt ampang,161414,LRT,Monday,Weekday
2023-11-28,lrt ampang,166671,LRT,Tuesday,Weekday
2023-11-29,lrt ampang,166895,LRT,Wednesday,Weekday
2023-11-30,lrt ampang,165275,LRT,Thursday,Weekday
2023-12-01,lrt ampang,168552,LRT,Friday,Weekday
2023-12-02,lrt ampang,121162,LRT,Saturday,Weekend
2023-12-03,lrt ampang,107791,LRT,Sunday,Weekend
2023-12-04,lrt ampang,158852,LRT,Monday,Weekday
2023-12-05,lrt ampang,162829,LRT,Tuesday,Weekday
2023-12-06,lrt ampang,166493,LRT,Wednesday,Weekday
2023-12-07,lrt ampang,165729,LRT,Thursday,Weekday
2023-12-08,lrt ampang,243298,LRT,Friday,Weekday
2023-12-09,lrt ampang,137022,LRT,Saturday,Weekend
2023-12-10,lrt ampang,129807,LRT,Sunday,Weekend
2023-12-11,lrt ampang,151346,LRT,Monday,Weekday
2023-12-12,lrt ampang,163424,LRT,Tuesday,Weekday
2023-12-13,lrt ampang,161783,LRT,Wednesday,Weekday
2023-12-14,lrt ampang,159575,LRT,Thursday,Weekday
2023-12-15,lrt ampang,169157,LRT,Friday,Weekday
2023-12-16,lrt ampang,117347,LRT,Saturday,Weekend
2023-12-17,lrt ampang,107590,LRT,Sunday,Weekend
2023-12-18,lrt ampang,154378,LRT,Monday,Weekday
2023-12-19,lrt ampang,157400,LRT,Tuesday,Weekday
2023-12-20,lrt ampang,159376,LRT,Wednesday,Weekday
2023-12-21,lrt ampang,156390,LRT,Thursday,Weekday
2023-12-22,lrt ampang,156009,LRT,Friday,Weekday
2023-12-23,lrt ampang,126178,LRT,Saturday,Weekend
2023-12-24,lrt ampang,126020,LRT,Sunday,Weekend
2023-12-25,lrt ampang,112249,LRT,Monday,Weekday
2023-12-26,lrt ampang,136939,LRT,Tuesday,Weekday
2023-12-27,lrt ampang,142064,LRT,Wednesday,Weekday
2023-12-28,lrt ampang,141124,LRT,Thursday,Weekday
2023-12-29,lrt ampang,141251,LRT,Friday,Weekday
2023-12-30,lrt ampang,110788,LRT,Saturday,Weekend
2023-12-31,lrt ampang,149183,LRT,Sunday,Weekend
2024-01-01,lrt ampang,103076,LRT,Monday,Weekday
2024-01-02,lrt ampang,153716,LRT,Tuesday,Weekday
2024-01-03,lrt ampang,157042,LRT,Wednesday,Weekday
2024-01-04,lrt ampang,155018,LRT,Thursday,Weekday
2024-01-05,lrt ampang,156007,LRT,Friday,Weekday
2024-01-06,lrt ampang,105102,LRT,Saturday,Weekend
2024-01-07,lrt ampang,90321,LRT,Sunday,Weekend
2024-01-08,lrt ampang,161338,LRT,Monday,Weekday
2024-01-09,lrt ampang,165949,LRT,Tuesday,Weekday
2024-01-10,lrt ampang,167526,LRT,Wednesday,Weekday
2024-01-11,lrt ampang,167341,LRT,Thursday,Weekday
2024-01-12,lrt ampang,171423,LRT,Friday,Weekday
2024-01-13,lrt ampang,131116,LRT,Saturday,Weekend
2024-01-14,lrt ampang,101780,LRT,Sunday,Weekend
2024-01-15,lrt ampang,160979,LRT,Monday,Weekday
2024-01-16,lrt ampang,165856,LRT,Tuesday,Weekday
2024-01-17,lrt ampang,167244,LRT,Wednesday,Weekday
2024-01-18,lrt ampang,165975,LRT,Thursday,Weekday
2024-01-19,lrt ampang,167326,LRT,Friday,Weekday
2024-01-20,lrt ampang,112232,LRT,Saturday,Weekend
2024-01-21,lrt ampang,97180,LRT,Sunday,Weekend
2024-01-22,lrt ampang,163130,LRT,Monday,Weekday
2024-01-23,lrt ampang,171129,LRT,Tuesday,Weekday
2024-01-24,lrt ampang,175617,LRT,Wednesday,Weekday
2024-01-25,lrt ampang,99739,LRT,Thursday,Weekday
2024-01-26,lrt ampang,157017,LRT,Friday,Weekday
2024-01-27,lrt ampang,114892,LRT,Saturday,Weekend
2024-01-28,lrt ampang,96029,LRT,Sunday,Weekend
2024-01-29,lrt ampang,164224,LRT,Monday,Weekday
2024-01-30,lrt ampang,168871,LRT,Tuesday,Weekday
2024-01-31,lrt ampang,171748,LRT,Wednesday,Weekday
2024-02-01,lrt ampang,110345,LRT,Thursday,Weekday
2024-02-02,lrt ampang,167247,LRT,Friday,Weekday
2024-02-03,lrt ampang,123360,LRT,Saturday,Weekend
2024-02-04,lrt ampang,105648,LRT,Sunday,Weekend
2024-02-05,lrt ampang,172179,LRT,Monday,Weekday
2024-02-06,lrt ampang,178800,LRT,Tuesday,Weekday
2024-02-07,lrt ampang,181361,LRT,Wednesday,Weekday
2024-02-08,lrt ampang,168826,LRT,Thursday,Weekday
2024-02-09,lrt ampang,145126,LRT,Friday,Weekday
2024-02-10,lrt ampang,120724,LRT,Saturday,Weekend
2024-02-11,lrt ampang,127252,LRT,Sunday,Weekend
2024-02-12,lrt ampang,106837,LRT,Monday,Weekday
2024-02-13,lrt ampang,140635,LRT,Tuesday,Weekday
2024-02-14,lrt ampang,149656,LRT,Wednesday,Weekday
2024-02-15,lrt ampang,152668,LRT,Thursday,Weekday
2024-02-16,lrt ampang,151510,LRT,Friday,Weekday
2024-02-17,lrt ampang,115135,LRT,Saturday,Weekend
2024-02-18,lrt ampang,101449,LRT,Sunday,Weekend
2024-02-19,lrt ampang,172723,LRT,Monday,Weekday
2024-02-20,lrt ampang,176499,LRT,Tuesday,Weekday
2024-02-21,lrt ampang,180768,LRT,Wednesday,Weekday
2024-02-22,lrt ampang,179822,LRT,Thursday,Weekday
2024-02-23,lrt ampang,182119,LRT,Friday,Weekday
2024-02-24,lrt ampang,169623,LRT,Saturday,Weekend
2024-02-25,lrt ampang,117169,LRT,Sunday,Weekend
2024-02-26,lrt ampang,178115,LRT,Monday,Weekday
2024-02-27,lrt ampang,182934,LRT,Tuesday,Weekday
2024-02-28,lrt ampang,185713,LRT,Wednesday,Weekday
2024-02-29,lrt ampang,186270,LRT,Thursday,Weekday
2024-03-01,lrt ampang,188995,LRT,Friday,Weekday
2024-03-02,lrt ampang,139706,LRT,Saturday,Weekend
2024-03-03,lrt ampang,130402,LRT,Sunday,Weekend
2024-03-04,lrt ampang,186477,LRT,Monday,Weekday
2024-03-05,lrt ampang,192409,LRT,Tuesday,Weekday
2024-03-06,lrt ampang,196748,LRT,Wednesday,Weekday
2024-03-07,lrt ampang,195279,LRT,Thursday,Weekday
2024-03-08,lrt ampang,198209,LRT,Friday,Weekday
2024-03-09,lrt ampang,147949,LRT,Saturday,Weekend
2024-03-10,lrt ampang,131424,LRT,Sunday,Weekend
2024-03-11,lrt ampang,195586,LRT,Monday,Weekday
2024-03-12,lrt ampang,183417,LRT,Tuesday,Weekday
2024-03-13,lrt ampang,187531,LRT,Wednesday,Weekday
2024-03-14,lrt ampang,187979,LRT,Thursday,Weekday
2024-03-15,lrt ampang,186992,LRT,Friday,Weekday
2024-03-16,lrt ampang,117619,LRT,Saturday,Weekend
2024-03-17,lrt ampang,103038,LRT,Sunday,Weekend
2024-03-18,lrt ampang,185402,LRT,Monday,Weekday
2024-03-19,lrt ampang,187656,LRT,Tuesday,Weekday
2024-03-20,lrt ampang,189346,LRT,Wednesday,Weekday
2024-03-21,lrt ampang,188363,LRT,Thursday,Weekday
2024-03-22,lrt ampang,193518,LRT,Friday,Weekday
2024-03-23,lrt ampang,128138,LRT,Saturday,Weekend
2024-03-24,lrt ampang,109748,LRT,Sunday,Weekend
2024-03-25,lrt ampang,186459,LRT,Monday,Weekday
2024-03-26,lrt ampang,200366,LRT,Tuesday,Weekday
2024-03-27,lrt ampang,195860,LRT,Wednesday,Weekday
2024-03-28,lrt ampang,123967,LRT,Thursday,Weekday
2024-03-29,lrt ampang,182922,LRT,Friday,Weekday
2024-03-30,lrt ampang,136787,LRT,Saturday,Weekend
2024-03-31,lrt ampang,118616,LRT,Sunday,Weekend
2024-04-01,lrt ampang,190688,LRT,Monday,Weekday
2024-04-02,lrt ampang,194353,LRT,Tuesday,Weekday
2024-04-03,lrt ampang,198362,LRT,Wednesday,Weekday
2024-04-04,lrt ampang,196235,LRT,Thursday,Weekday
2024-04-05,lrt ampang,205028,LRT,Friday,Weekday
2024-04-06,lrt ampang,138273,LRT,Saturday,Weekend
2024-04-07,lrt ampang,125082,LRT,Sunday,Weekend
2024-04-08,lrt ampang,159953,LRT,Monday,Weekday
2024-04-09,lrt ampang,152799,LRT,Tuesday,Weekday
2024-04-10,lrt ampang,124942,LRT,Wednesday,Weekday
2024-04-11,lrt ampang,119246,LRT,Thursday,Weekday
2024-04-12,lrt ampang,130820,LRT,Friday,Weekday
2024-04-13,lrt ampang,104348,LRT,Saturday,Weekend
2024-04-14,lrt ampang,102134,LRT,Sunday,Weekend
2024-04-15,lrt ampang,172157,LRT,Monday,Weekday
2024-04-16,lrt ampang,181350,LRT,Tuesday,Weekday
2024-04-17,lrt ampang,187724,LRT,Wednesday,Weekday
2024-04-18,lrt ampang,185814,LRT,Thursday,Weekday
2024-04-19,lrt ampang,189184,LRT,Friday,Weekday
2024-04-20,lrt ampang,128980,LRT,Saturday,Weekend
2024-04-21,lrt ampang,113505,LRT,Sunday,Weekend
2024-04-22,lrt ampang,186110,LRT,Monday,Weekday
2024-04-23,lrt ampang,191353,LRT,Tuesday,Weekday
2024-04-24,lrt ampang,191429,LRT,Wednesday,Weekday
2024-04-25,lrt ampang,189166,LRT,Thursday,Weekday
2024-04-26,lrt ampang,193453,LRT,Friday,Weekday
2024-04-27,lrt ampang,143091,LRT,Saturday,Weekend
2024-04-28,lrt ampang,117225,LRT,Sunday,Weekend
2024-04-29,lrt ampang,187311,LRT,Monday,Weekday
2024-04-30,lrt ampang,194819,LRT,Tuesday,Weekday
2024-05-01,lrt ampang,119793,LRT,Wednesday,Weekday
2024-05-02,lrt ampang,195431,LRT,Thursday,Weekday
2024-05-03,lrt ampang,197806,LRT,Friday,Weekday
2024-05-04,lrt ampang,143552,LRT,Saturday,Weekend
2024-05-05,lrt ampang,123295,LRT,Sunday,Weekend
2024-05-06,lrt ampang,192678,LRT,Monday,Weekday
2024-05-07,lrt ampang,198206,LRT,Tuesday,Weekday
2024-05-08,lrt ampang,199795,LRT,Wednesday,Weekday
2024-05-09,lrt ampang,197917,LRT,Thursday,Weekday
2024-05-10,lrt ampang,201590,LRT,Friday,Weekday
2024-05-11,lrt ampang,135207,LRT,Saturday,Weekend
2024-05-12,lrt ampang,128056,LRT,Sunday,Weekend
2024-05-13,lrt ampang,195021,LRT,Monday,Weekday
2024-05-14,lrt ampang,198047,LRT,Tuesday,Weekday
2024-05-15,lrt ampang,197979,LRT,Wednesday,Weekday
2024-05-16,lrt ampang,196937,LRT,Thursday,Weekday
2024-05-17,lrt ampang,200726,LRT,Friday,Weekday
