date,mode_line,ridership,mode
15/10/2022,lrt kajang,124157,LRT
16/10/2022,lrt kajang,106501,LRT
17/10/2022,lrt kajang,205096,LRT
18/10/2022,lrt kajang,219875,LRT
19/10/2022,lrt kajang,225231,LRT
20/10/2022,lrt kajang,221514,LRT
21/10/2022,lrt kajang,216630,LRT
22/10/2022,lrt kajang,135745,LRT
23/10/2022,lrt kajang,133166,LRT
24/10/2022,lrt kajang,110824,LRT
25/10/2022,lrt kajang,192263,LRT
26/10/2022,lrt kajang,200722,LRT
27/10/2022,lrt kajang,204578,LRT
28/10/2022,lrt kajang,200216,LRT
29/10/2022,lrt kajang,124113,LRT
30/10/2022,lrt kajang,100900,LRT
31/10/2022,lrt kajang,196177,LRT
1/11/2022,lrt kajang,213340,LRT
2/11/2022,lrt kajang,215830,LRT
3/11/2022,lrt kajang,212684,LRT
4/11/2022,lrt kajang,207194,LRT
5/11/2022,lrt kajang,118744,LRT
6/11/2022,lrt kajang,102587,LRT
7/11/2022,lrt kajang,186418,LRT
8/11/2022,lrt kajang,134319,LRT
9/11/2022,lrt kajang,46292,LRT
10/11/2022,lrt kajang,40717,LRT
11/11/2022,lrt kajang,39608,LRT
12/11/2022,lrt kajang,21820,LRT
13/11/2022,lrt kajang,18080,LRT
14/11/2022,lrt kajang,157358,LRT
15/11/2022,lrt kajang,197786,LRT
16/11/2022,lrt kajang,218582,LRT
17/11/2022,lrt kajang,209881,LRT
18/11/2022,lrt kajang,105703,LRT
19/11/2022,lrt kajang,89707,LRT
20/11/2022,lrt kajang,94362,LRT
21/11/2022,lrt kajang,173870,LRT
22/11/2022,lrt kajang,208018,LRT
23/11/2022,lrt kajang,215463,LRT
24/11/2022,lrt kajang,213730,LRT
25/11/2022,lrt kajang,208569,LRT
26/11/2022,lrt kajang,132412,LRT
27/11/2022,lrt kajang,113005,LRT
28/11/2022,lrt kajang,100718,LRT
29/11/2022,lrt kajang,177906,LRT
30/11/2022,lrt kajang,216826,LRT
1/12/2022,lrt kajang,219104,LRT
2/12/2022,lrt kajang,215439,LRT
3/12/2022,lrt kajang,147355,LRT
4/12/2022,lrt kajang,116524,LRT
5/12/2022,lrt kajang,206273,LRT
6/12/2022,lrt kajang,220625,LRT
7/12/2022,lrt kajang,221959,LRT
8/12/2022,lrt kajang,221779,LRT
9/12/2022,lrt kajang,216881,LRT
10/12/2022,lrt kajang,134952,LRT
11/12/2022,lrt kajang,119193,LRT
12/12/2022,lrt kajang,186561,LRT
13/12/2022,lrt kajang,220856,LRT
14/12/2022,lrt kajang,222619,LRT
15/12/2022,lrt kajang,221878,LRT
16/12/2022,lrt kajang,217175,LRT
17/12/2022,lrt kajang,173060,LRT
18/12/2022,lrt kajang,150667,LRT
19/12/2022,lrt kajang,200710,LRT
20/12/2022,lrt kajang,212073,LRT
21/12/2022,lrt kajang,216365,LRT
22/12/2022,lrt kajang,208509,LRT
23/12/2022,lrt kajang,205977,LRT
24/12/2022,lrt kajang,149332,LRT
25/12/2022,lrt kajang,147068,LRT
26/12/2022,lrt kajang,116910,LRT
27/12/2022,lrt kajang,188181,LRT
28/12/2022,lrt kajang,195445,LRT
29/12/2022,lrt kajang,192497,LRT
30/12/2022,lrt kajang,189596,LRT
31/12/2022,lrt kajang,165835,LRT
1/1/2023,lrt kajang,132223,LRT
2/1/2023,lrt kajang,99292,LRT
3/1/2023,lrt kajang,219836,LRT
4/1/2023,lrt kajang,223011,LRT
5/1/2023,lrt kajang,212051,LRT
6/1/2023,lrt kajang,212909,LRT
7/1/2023,lrt kajang,128515,LRT
8/1/2023,lrt kajang,102887,LRT
9/1/2023,lrt kajang,215462,LRT
10/1/2023,lrt kajang,231756,LRT
11/1/2023,lrt kajang,238110,LRT
12/1/2023,lrt kajang,235587,LRT
13/1/2023,lrt kajang,224938,LRT
14/1/2023,lrt kajang,129034,LRT
15/1/2023,lrt kajang,108926,LRT
16/1/2023,lrt kajang,216800,LRT
17/1/2023,lrt kajang,235205,LRT
18/1/2023,lrt kajang,236860,LRT
19/1/2023,lrt kajang,229248,LRT
20/1/2023,lrt kajang,196827,LRT
21/1/2023,lrt kajang,112134,LRT
22/1/2023,lrt kajang,127183,LRT
23/1/2023,lrt kajang,121796,LRT
24/1/2023,lrt kajang,96409,LRT
25/1/2023,lrt kajang,174525,LRT
26/1/2023,lrt kajang,181900,LRT
27/1/2023,lrt kajang,181851,LRT
28/1/2023,lrt kajang,116321,LRT
29/1/2023,lrt kajang,102989,LRT
30/1/2023,lrt kajang,200412,LRT
31/1/2023,lrt kajang,220187,LRT
1/2/2023,lrt kajang,132513,LRT
2/2/2023,lrt kajang,223621,LRT
3/2/2023,lrt kajang,221199,LRT
4/2/2023,lrt kajang,125235,LRT
5/2/2023,lrt kajang,113545,LRT
6/2/2023,lrt kajang,96772,LRT
7/2/2023,lrt kajang,226316,LRT
8/2/2023,lrt kajang,233640,LRT
9/2/2023,lrt kajang,231776,LRT
10/2/2023,lrt kajang,223607,LRT
11/2/2023,lrt kajang,130562,LRT
12/2/2023,lrt kajang,113915,LRT
13/2/2023,lrt kajang,224187,LRT
14/2/2023,lrt kajang,248887,LRT
15/2/2023,lrt kajang,242868,LRT
16/2/2023,lrt kajang,236958,LRT
17/2/2023,lrt kajang,226770,LRT
18/2/2023,lrt kajang,128846,LRT
19/2/2023,lrt kajang,110341,LRT
20/2/2023,lrt kajang,218594,LRT
21/2/2023,lrt kajang,233774,LRT
22/2/2023,lrt kajang,237250,LRT
23/2/2023,lrt kajang,232099,LRT
24/2/2023,lrt kajang,225257,LRT
25/2/2023,lrt kajang,141674,LRT
26/2/2023,lrt kajang,119406,LRT
27/2/2023,lrt kajang,216193,LRT
28/2/2023,lrt kajang,234425,LRT
1/3/2023,lrt kajang,245142,LRT
2/3/2023,lrt kajang,244336,LRT
3/3/2023,lrt kajang,233789,LRT
4/3/2023,lrt kajang,155536,LRT
5/3/2023,lrt kajang,133771,LRT
6/3/2023,lrt kajang,229775,LRT
7/3/2023,lrt kajang,249058,LRT
8/3/2023,lrt kajang,257188,LRT
9/3/2023,lrt kajang,248278,LRT
10/3/2023,lrt kajang,238785,LRT
11/3/2023,lrt kajang,144100,LRT
12/3/2023,lrt kajang,127304,LRT
13/3/2023,lrt kajang,229730,LRT
14/3/2023,lrt kajang,251005,LRT
15/3/2023,lrt kajang,255717,LRT
16/3/2023,lrt kajang,249727,LRT
17/3/2023,lrt kajang,237651,LRT
18/3/2023,lrt kajang,150929,LRT
19/3/2023,lrt kajang,129319,LRT
20/3/2023,lrt kajang,224568,LRT
21/3/2023,lrt kajang,245435,LRT
22/3/2023,lrt kajang,249230,LRT
23/3/2023,lrt kajang,217888,LRT
24/3/2023,lrt kajang,213186,LRT
25/3/2023,lrt kajang,111617,LRT
26/3/2023,lrt kajang,101461,LRT
27/3/2023,lrt kajang,210153,LRT
28/3/2023,lrt kajang,227302,LRT
29/3/2023,lrt kajang,229649,LRT
30/3/2023,lrt kajang,226105,LRT
31/3/2023,lrt kajang,221817,LRT
1/4/2023,lrt kajang,118086,LRT
2/4/2023,lrt kajang,107542,LRT
3/4/2023,lrt kajang,217793,LRT
4/4/2023,lrt kajang,233637,LRT
5/4/2023,lrt kajang,235454,LRT
6/4/2023,lrt kajang,233543,LRT
7/4/2023,lrt kajang,224667,LRT
8/4/2023,lrt kajang,137765,LRT
9/4/2023,lrt kajang,121577,LRT
10/4/2023,lrt kajang,223350,LRT
11/4/2023,lrt kajang,240064,LRT
12/4/2023,lrt kajang,241156,LRT
13/4/2023,lrt kajang,237110,LRT
14/4/2023,lrt kajang,232315,LRT
15/4/2023,lrt kajang,142299,LRT
16/4/2023,lrt kajang,118937,LRT
17/4/2023,lrt kajang,225110,LRT
18/4/2023,lrt kajang,239400,LRT
19/4/2023,lrt kajang,223392,LRT
20/4/2023,lrt kajang,182749,LRT
21/4/2023,lrt kajang,108068,LRT
22/4/2023,lrt kajang,143378,LRT
23/4/2023,lrt kajang,151754,LRT
24/4/2023,lrt kajang,105575,LRT
25/4/2023,lrt kajang,159110,LRT
26/4/2023,lrt kajang,178284,LRT
27/4/2023,lrt kajang,189643,LRT
28/4/2023,lrt kajang,189982,LRT
29/4/2023,lrt kajang,120367,LRT
30/4/2023,lrt kajang,117791,LRT
1/5/2023,lrt kajang,109753,LRT
2/5/2023,lrt kajang,223631,LRT
3/5/2023,lrt kajang,230754,LRT
4/5/2023,lrt kajang,116922,LRT
5/5/2023,lrt kajang,204238,LRT
6/5/2023,lrt kajang,125426,LRT
7/5/2023,lrt kajang,111288,LRT
8/5/2023,lrt kajang,218336,LRT
9/5/2023,lrt kajang,237094,LRT
10/5/2023,lrt kajang,237838,LRT
11/5/2023,lrt kajang,235515,LRT
12/5/2023,lrt kajang,228790,LRT
13/5/2023,lrt kajang,133087,LRT
14/5/2023,lrt kajang,113623,LRT
15/5/2023,lrt kajang,222055,LRT
16/5/2023,lrt kajang,235020,LRT
17/5/2023,lrt kajang,240904,LRT
18/5/2023,lrt kajang,231263,LRT
19/5/2023,lrt kajang,224887,LRT
20/5/2023,lrt kajang,140750,LRT
21/5/2023,lrt kajang,118419,LRT
22/5/2023,lrt kajang,214510,LRT
23/5/2023,lrt kajang,228305,LRT
24/5/2023,lrt kajang,231269,LRT
25/5/2023,lrt kajang,230250,LRT
26/5/2023,lrt kajang,224838,LRT
27/5/2023,lrt kajang,148598,LRT
28/5/2023,lrt kajang,130072,LRT
29/5/2023,lrt kajang,226965,LRT
30/5/2023,lrt kajang,242751,LRT
31/5/2023,lrt kajang,250260,LRT
1/6/2023,lrt kajang,249299,LRT
2/6/2023,lrt kajang,232407,LRT
3/6/2023,lrt kajang,157850,LRT
4/6/2023,lrt kajang,148583,LRT
5/6/2023,lrt kajang,115493,LRT
6/6/2023,lrt kajang,234435,LRT
7/6/2023,lrt kajang,241051,LRT
8/6/2023,lrt kajang,242224,LRT
9/6/2023,lrt kajang,231582,LRT
10/6/2023,lrt kajang,146083,LRT
11/6/2023,lrt kajang,124821,LRT
12/6/2023,lrt kajang,219201,LRT
13/6/2023,lrt kajang,237871,LRT
14/6/2023,lrt kajang,240286,LRT
15/6/2023,lrt kajang,235490,LRT
16/6/2023,lrt kajang,225714,LRT
17/6/2023,lrt kajang,135582,LRT
18/6/2023,lrt kajang,114613,LRT
19/6/2023,lrt kajang,220256,LRT
20/6/2023,lrt kajang,236741,LRT
21/6/2023,lrt kajang,238545,LRT
22/6/2023,lrt kajang,234815,LRT
23/6/2023,lrt kajang,225022,LRT
24/6/2023,lrt kajang,133626,LRT
25/6/2023,lrt kajang,114546,LRT
26/6/2023,lrt kajang,223349,LRT
27/6/2023,lrt kajang,243056,LRT
28/6/2023,lrt kajang,223054,LRT
29/6/2023,lrt kajang,134229,LRT
30/6/2023,lrt kajang,180964,LRT
1/7/2023,lrt kajang,122778,LRT
2/7/2023,lrt kajang,107603,LRT
3/7/2023,lrt kajang,220856,LRT
4/7/2023,lrt kajang,243157,LRT
5/7/2023,lrt kajang,249099,LRT
6/7/2023,lrt kajang,246739,LRT
7/7/2023,lrt kajang,239307,LRT
8/7/2023,lrt kajang,145983,LRT
9/7/2023,lrt kajang,125290,LRT
10/7/2023,lrt kajang,233699,LRT
11/7/2023,lrt kajang,252151,LRT
12/7/2023,lrt kajang,254575,LRT
13/7/2023,lrt kajang,250390,LRT
14/7/2023,lrt kajang,238584,LRT
15/7/2023,lrt kajang,152884,LRT
16/7/2023,lrt kajang,121497,LRT
17/7/2023,lrt kajang,231488,LRT
18/7/2023,lrt kajang,250644,LRT
19/7/2023,lrt kajang,121792,LRT
20/7/2023,lrt kajang,240312,LRT
21/7/2023,lrt kajang,229539,LRT
22/7/2023,lrt kajang,129784,LRT
23/7/2023,lrt kajang,108945,LRT
24/7/2023,lrt kajang,227971,LRT
25/7/2023,lrt kajang,245899,LRT
26/7/2023,lrt kajang,250042,LRT
27/7/2023,lrt kajang,246229,LRT
28/7/2023,lrt kajang,242525,LRT
29/7/2023,lrt kajang,149707,LRT
30/7/2023,lrt kajang,121221,LRT
31/7/2023,lrt kajang,229047,LRT
1/8/2023,lrt kajang,246663,LRT
2/8/2023,lrt kajang,249761,LRT
3/8/2023,lrt kajang,242369,LRT
4/8/2023,lrt kajang,236546,LRT
5/8/2023,lrt kajang,145065,LRT
6/8/2023,lrt kajang,125688,LRT
7/8/2023,lrt kajang,230452,LRT
8/8/2023,lrt kajang,248630,LRT
9/8/2023,lrt kajang,253454,LRT
10/8/2023,lrt kajang,248750,LRT
11/8/2023,lrt kajang,228997,LRT
12/8/2023,lrt kajang,122176,LRT
13/8/2023,lrt kajang,118576,LRT
14/8/2023,lrt kajang,202927,LRT
15/8/2023,lrt kajang,252887,LRT
16/8/2023,lrt kajang,254367,LRT
17/8/2023,lrt kajang,249124,LRT
18/8/2023,lrt kajang,237307,LRT
19/8/2023,lrt kajang,143345,LRT
20/8/2023,lrt kajang,120247,LRT
21/8/2023,lrt kajang,229676,LRT
22/8/2023,lrt kajang,246448,LRT
23/8/2023,lrt kajang,252884,LRT
24/8/2023,lrt kajang,246224,LRT
25/8/2023,lrt kajang,242579,LRT
26/8/2023,lrt kajang,146511,LRT
27/8/2023,lrt kajang,127873,LRT
28/8/2023,lrt kajang,231908,LRT
29/8/2023,lrt kajang,256027,LRT
30/8/2023,lrt kajang,280470,LRT
31/8/2023,lrt kajang,165805,LRT
1/9/2023,lrt kajang,210958,LRT
2/9/2023,lrt kajang,135639,LRT
3/9/2023,lrt kajang,115149,LRT
4/9/2023,lrt kajang,228323,LRT
5/9/2023,lrt kajang,250816,LRT
6/9/2023,lrt kajang,256737,LRT
7/9/2023,lrt kajang,251881,LRT
8/9/2023,lrt kajang,242112,LRT
9/9/2023,lrt kajang,149557,LRT
10/9/2023,lrt kajang,130885,LRT
11/9/2023,lrt kajang,237034,LRT
12/9/2023,lrt kajang,253835,LRT
13/9/2023,lrt kajang,259750,LRT
14/9/2023,lrt kajang,255083,LRT
15/9/2023,lrt kajang,241988,LRT
16/9/2023,lrt kajang,171404,LRT
17/9/2023,lrt kajang,120994,LRT
18/9/2023,lrt kajang,235237,LRT
19/9/2023,lrt kajang,257218,LRT
20/9/2023,lrt kajang,260235,LRT
21/9/2023,lrt kajang,254011,LRT
22/9/2023,lrt kajang,243528,LRT
23/9/2023,lrt kajang,138337,LRT
24/9/2023,lrt kajang,117086,LRT
25/9/2023,lrt kajang,238390,LRT
26/9/2023,lrt kajang,255331,LRT
27/9/2023,lrt kajang,262935,LRT
28/9/2023,lrt kajang,135230,LRT
29/9/2023,lrt kajang,229233,LRT
30/9/2023,lrt kajang,163281,LRT
1/10/2023,lrt kajang,130356,LRT
2/10/2023,lrt kajang,236388,LRT
3/10/2023,lrt kajang,256508,LRT
4/10/2023,lrt kajang,260010,LRT
5/10/2023,lrt kajang,256480,LRT
6/10/2023,lrt kajang,249901,LRT
7/10/2023,lrt kajang,149888,LRT
8/10/2023,lrt kajang,131443,LRT
9/10/2023,lrt kajang,238280,LRT
10/10/2023,lrt kajang,257111,LRT
11/10/2023,lrt kajang,259229,LRT
12/10/2023,lrt kajang,255148,LRT
13/10/2023,lrt kajang,254238,LRT
14/10/2023,lrt kajang,147492,LRT
15/10/2023,lrt kajang,125136,LRT
16/10/2023,lrt kajang,242090,LRT
17/10/2023,lrt kajang,257936,LRT
18/10/2023,lrt kajang,263026,LRT
19/10/2023,lrt kajang,260680,LRT
20/10/2023,lrt kajang,254227,LRT
21/10/2023,lrt kajang,146632,LRT
22/10/2023,lrt kajang,133302,LRT
23/10/2023,lrt kajang,241915,LRT
24/10/2023,lrt kajang,259416,LRT
25/10/2023,lrt kajang,262082,LRT
26/10/2023,lrt kajang,257185,LRT
27/10/2023,lrt kajang,250659,LRT
28/10/2023,lrt kajang,168030,LRT
29/10/2023,lrt kajang,129694,LRT
30/10/2023,lrt kajang,236468,LRT
31/10/2023,lrt kajang,253988,LRT
1/11/2023,lrt kajang,260585,LRT
2/11/2023,lrt kajang,254647,LRT
3/11/2023,lrt kajang,248645,LRT
4/11/2023,lrt kajang,150292,LRT
5/11/2023,lrt kajang,129068,LRT
6/11/2023,lrt kajang,241351,LRT
7/11/2023,lrt kajang,261146,LRT
8/11/2023,lrt kajang,265948,LRT
9/11/2023,lrt kajang,260325,LRT
10/11/2023,lrt kajang,250724,LRT
11/11/2023,lrt kajang,162248,LRT
12/11/2023,lrt kajang,165194,LRT
13/11/2023,lrt kajang,134013,LRT
14/11/2023,lrt kajang,232587,LRT
15/11/2023,lrt kajang,249036,LRT
16/11/2023,lrt kajang,247627,LRT
17/11/2023,lrt kajang,238037,LRT
18/11/2023,lrt kajang,145501,LRT
19/11/2023,lrt kajang,123975,LRT
20/11/2023,lrt kajang,241405,LRT
21/11/2023,lrt kajang,260150,LRT
22/11/2023,lrt kajang,272525,LRT
23/11/2023,lrt kajang,263220,LRT
24/11/2023,lrt kajang,260425,LRT
25/11/2023,lrt kajang,156854,LRT
26/11/2023,lrt kajang,133373,LRT
27/11/2023,lrt kajang,244234,LRT
28/11/2023,lrt kajang,259900,LRT
29/11/2023,lrt kajang,263619,LRT
30/11/2023,lrt kajang,253598,LRT
1/12/2023,lrt kajang,248375,LRT
2/12/2023,lrt kajang,156112,LRT
3/12/2023,lrt kajang,134888,LRT
4/12/2023,lrt kajang,240874,LRT
5/12/2023,lrt kajang,251648,LRT
6/12/2023,lrt kajang,260962,LRT
7/12/2023,lrt kajang,257507,LRT
8/12/2023,lrt kajang,263425,LRT
9/12/2023,lrt kajang,160538,LRT
10/12/2023,lrt kajang,146307,LRT
11/12/2023,lrt kajang,215770,LRT
12/12/2023,lrt kajang,250993,LRT
13/12/2023,lrt kajang,252973,LRT
14/12/2023,lrt kajang,243813,LRT
15/12/2023,lrt kajang,238620,LRT
16/12/2023,lrt kajang,149150,LRT
17/12/2023,lrt kajang,136255,LRT
18/12/2023,lrt kajang,231376,LRT
19/12/2023,lrt kajang,243310,LRT
20/12/2023,lrt kajang,243860,LRT
21/12/2023,lrt kajang,235833,LRT
22/12/2023,lrt kajang,224242,LRT
23/12/2023,lrt kajang,179219,LRT
24/12/2023,lrt kajang,184568,LRT
25/12/2023,lrt kajang,144255,LRT
26/12/2023,lrt kajang,203335,LRT
27/12/2023,lrt kajang,215793,LRT
28/12/2023,lrt kajang,211994,LRT
29/12/2023,lrt kajang,207230,LRT
30/12/2023,lrt kajang,145818,LRT
31/12/2023,lrt kajang,200627,LRT
1/1/2024,lrt kajang,130595,LRT
2/1/2024,lrt kajang,237751,LRT
3/1/2024,lrt kajang,246491,LRT
4/1/2024,lrt kajang,243042,LRT
5/1/2024,lrt kajang,237731,LRT
6/1/2024,lrt kajang,132972,LRT
7/1/2024,lrt kajang,110222,LRT
8/1/2024,lrt kajang,239274,LRT
9/1/2024,lrt kajang,253414,LRT
10/1/2024,lrt kajang,256824,LRT
11/1/2024,lrt kajang,252494,LRT
12/1/2024,lrt kajang,250510,LRT
13/1/2024,lrt kajang,145906,LRT
14/1/2024,lrt kajang,122902,LRT
15/1/2024,lrt kajang,241545,LRT
16/1/2024,lrt kajang,258528,LRT
17/1/2024,lrt kajang,261518,LRT
18/1/2024,lrt kajang,256519,LRT
19/1/2024,lrt kajang,250623,LRT
20/1/2024,lrt kajang,143735,LRT
21/1/2024,lrt kajang,122746,LRT
22/1/2024,lrt kajang,249564,LRT
23/1/2024,lrt kajang,271194,LRT
24/1/2024,lrt kajang,274327,LRT
25/1/2024,lrt kajang,131578,LRT
26/1/2024,lrt kajang,231260,LRT
27/1/2024,lrt kajang,138859,LRT
28/1/2024,lrt kajang,119092,LRT
29/1/2024,lrt kajang,248727,LRT
30/1/2024,lrt kajang,263233,LRT
31/1/2024,lrt kajang,268155,LRT
1/2/2024,lrt kajang,155342,LRT
2/2/2024,lrt kajang,243097,LRT
3/2/2024,lrt kajang,156792,LRT
4/2/2024,lrt kajang,130682,LRT
5/2/2024,lrt kajang,254947,LRT
6/2/2024,lrt kajang,269133,LRT
7/2/2024,lrt kajang,270568,LRT
8/2/2024,lrt kajang,242448,LRT
9/2/2024,lrt kajang,196128,LRT
10/2/2024,lrt kajang,169787,LRT
11/2/2024,lrt kajang,165241,LRT
12/2/2024,lrt kajang,130448,LRT
13/2/2024,lrt kajang,207234,LRT
14/2/2024,lrt kajang,228180,LRT
15/2/2024,lrt kajang,230530,LRT
16/2/2024,lrt kajang,221662,LRT
17/2/2024,lrt kajang,132749,LRT
18/2/2024,lrt kajang,119540,LRT
19/2/2024,lrt kajang,253215,LRT
20/2/2024,lrt kajang,269049,LRT
21/2/2024,lrt kajang,275475,LRT
22/2/2024,lrt kajang,269488,LRT
23/2/2024,lrt kajang,256988,LRT
24/2/2024,lrt kajang,159240,LRT
25/2/2024,lrt kajang,140301,LRT
26/2/2024,lrt kajang,258185,LRT
27/2/2024,lrt kajang,274435,LRT
28/2/2024,lrt kajang,279314,LRT
29/2/2024,lrt kajang,276409,LRT
1/3/2024,lrt kajang,268053,LRT
2/3/2024,lrt kajang,171995,LRT
3/3/2024,lrt kajang,152048,LRT
4/3/2024,lrt kajang,265134,LRT
5/3/2024,lrt kajang,282178,LRT
6/3/2024,lrt kajang,289291,LRT
7/3/2024,lrt kajang,285010,LRT
8/3/2024,lrt kajang,276187,LRT
9/3/2024,lrt kajang,171162,LRT
10/3/2024,lrt kajang,151129,LRT
11/3/2024,lrt kajang,269096,LRT
12/3/2024,lrt kajang,262745,LRT
13/3/2024,lrt kajang,270672,LRT
14/3/2024,lrt kajang,269152,LRT
15/3/2024,lrt kajang,254316,LRT
16/3/2024,lrt kajang,132485,LRT
17/3/2024,lrt kajang,114307,LRT
18/3/2024,lrt kajang,257175,LRT
19/3/2024,lrt kajang,270490,LRT
20/3/2024,lrt kajang,270583,LRT
21/3/2024,lrt kajang,268426,LRT
22/3/2024,lrt kajang,260941,LRT
23/3/2024,lrt kajang,144677,LRT
24/3/2024,lrt kajang,122018,LRT
25/3/2024,lrt kajang,258471,LRT
26/3/2024,lrt kajang,272008,LRT
27/3/2024,lrt kajang,278863,LRT
28/3/2024,lrt kajang,138478,LRT
29/3/2024,lrt kajang,241375,LRT
30/3/2024,lrt kajang,145586,LRT
31/3/2024,lrt kajang,123186,LRT
1/4/2024,lrt kajang,258673,LRT
2/4/2024,lrt kajang,272919,LRT
3/4/2024,lrt kajang,277684,LRT
4/4/2024,lrt kajang,270034,LRT
5/4/2024,lrt kajang,263195,LRT
6/4/2024,lrt kajang,142798,LRT
7/4/2024,lrt kajang,127142,LRT
8/4/2024,lrt kajang,203412,LRT
9/4/2024,lrt kajang,188202,LRT
10/4/2024,lrt kajang,180266,LRT
11/4/2024,lrt kajang,165380,LRT
12/4/2024,lrt kajang,170704,LRT
13/4/2024,lrt kajang,122924,LRT
14/4/2024,lrt kajang,116722,LRT
15/4/2024,lrt kajang,227652,LRT
16/4/2024,lrt kajang,248474,LRT
17/4/2024,lrt kajang,260804,LRT
18/4/2024,lrt kajang,260304,LRT
19/4/2024,lrt kajang,254263,LRT
20/4/2024,lrt kajang,145335,LRT
21/4/2024,lrt kajang,124892,LRT
22/4/2024,lrt kajang,256725,LRT
23/4/2024,lrt kajang,272842,LRT
24/4/2024,lrt kajang,274518,LRT
25/4/2024,lrt kajang,270387,LRT
26/4/2024,lrt kajang,262936,LRT
27/4/2024,lrt kajang,156561,LRT
28/4/2024,lrt kajang,133240,LRT
29/4/2024,lrt kajang,260006,LRT
30/4/2024,lrt kajang,276262,LRT
1/5/2024,lrt kajang,142909,LRT
2/5/2024,lrt kajang,274442,LRT
3/5/2024,lrt kajang,266068,LRT
4/5/2024,lrt kajang,162346,LRT
5/5/2024,lrt kajang,138060,LRT
6/5/2024,lrt kajang,262910,LRT
7/5/2024,lrt kajang,283428,LRT
8/5/2024,lrt kajang,288099,LRT
9/5/2024,lrt kajang,277288,LRT
10/5/2024,lrt kajang,271257,LRT
11/5/2024,lrt kajang,153531,LRT
12/5/2024,lrt kajang,139061,LRT
13/5/2024,lrt kajang,263810,LRT
14/5/2024,lrt kajang,277017,LRT
15/5/2024,lrt kajang,277887,LRT
16/5/2024,lrt kajang,275188,LRT
17/5/2024,lrt kajang,267692,LRT
18/5/2024,lrt kajang,153988,LRT
19/5/2024,lrt kajang,133420,LRT
20/5/2024,lrt kajang,258466,LRT
21/5/2024,lrt kajang,276190,LRT
22/5/2024,lrt kajang,137209,LRT
23/5/2024,lrt kajang,259669,LRT
24/5/2024,lrt kajang,264581,LRT
25/5/2024,lrt kajang,173761,LRT
26/5/2024,lrt kajang,150886,LRT
27/5/2024,lrt kajang,261486,LRT
28/5/2024,lrt kajang,279863,LRT
29/5/2024,lrt kajang,286982,LRT
30/5/2024,lrt kajang,281624,LRT
31/5/2024,lrt kajang,267879,LRT
1/6/2024,lrt kajang,175552,LRT
2/6/2024,lrt kajang,159489,LRT
3/6/2024,lrt kajang,127811,LRT
4/6/2024,lrt kajang,269312,LRT
5/6/2024,lrt kajang,271351,LRT
6/6/2024,lrt kajang,265179,LRT
7/6/2024,lrt kajang,260313,LRT
8/6/2024,lrt kajang,158833,LRT
9/6/2024,lrt kajang,144354,LRT
10/6/2024,lrt kajang,262844,LRT
11/6/2024,lrt kajang,278563,LRT
12/6/2024,lrt kajang,277640,LRT
13/6/2024,lrt kajang,273266,LRT
14/6/2024,lrt kajang,256356,LRT
15/6/2024,lrt kajang,144886,LRT
16/6/2024,lrt kajang,133785,LRT
17/6/2024,lrt kajang,138594,LRT
18/6/2024,lrt kajang,244971,LRT
19/6/2024,lrt kajang,264955,LRT
20/6/2024,lrt kajang,265578,LRT
21/6/2024,lrt kajang,257011,LRT
22/6/2024,lrt kajang,150885,LRT
23/6/2024,lrt kajang,130408,LRT
24/6/2024,lrt kajang,256702,LRT
25/6/2024,lrt kajang,273199,LRT
26/6/2024,lrt kajang,275959,LRT
27/6/2024,lrt kajang,270789,LRT
28/6/2024,lrt kajang,265508,LRT
29/6/2024,lrt kajang,164337,LRT
30/6/2024,lrt kajang,137399,LRT
1/7/2024,lrt kajang,268960,LRT
2/7/2024,lrt kajang,282862,LRT
3/7/2024,lrt kajang,289412,LRT
4/7/2024,lrt kajang,286994,LRT
5/7/2024,lrt kajang,282608,LRT
6/7/2024,lrt kajang,172441,LRT
7/7/2024,lrt kajang,157584,LRT
8/7/2024,lrt kajang,134575,LRT
9/7/2024,lrt kajang,280219,LRT
10/7/2024,lrt kajang,289561,LRT
11/7/2024,lrt kajang,286550,LRT
12/7/2024,lrt kajang,272404,LRT
13/7/2024,lrt kajang,168997,LRT
14/7/2024,lrt kajang,145532,LRT
15/7/2024,lrt kajang,267546,LRT
16/7/2024,lrt kajang,284143,LRT
17/7/2024,lrt kajang,287944,LRT
18/7/2024,lrt kajang,280222,LRT
19/7/2024,lrt kajang,276902,LRT
20/7/2024,lrt kajang,171208,LRT
21/7/2024,lrt kajang,136580,LRT
22/7/2024,lrt kajang,269822,LRT
23/7/2024,lrt kajang,282154,LRT
24/7/2024,lrt kajang,283903,LRT
25/7/2024,lrt kajang,281000,LRT
26/7/2024,lrt kajang,275418,LRT
27/7/2024,lrt kajang,165456,LRT
28/7/2024,lrt kajang,140308,LRT
29/7/2024,lrt kajang,267116,LRT
30/7/2024,lrt kajang,283005,LRT
31/7/2024,lrt kajang,288374,LRT
1/8/2024,lrt kajang,283299,LRT
2/8/2024,lrt kajang,275437,LRT
3/8/2024,lrt kajang,163524,LRT
4/8/2024,lrt kajang,139641,LRT
5/8/2024,lrt kajang,271244,LRT
6/8/2024,lrt kajang,288986,LRT
7/8/2024,lrt kajang,293819,LRT
8/8/2024,lrt kajang,291644,LRT
9/8/2024,lrt kajang,280580,LRT
10/8/2024,lrt kajang,172413,LRT
