date,mode_line,ridership,mode
3/9/2023,lrt ampang,94648,LRT
4/9/2023,lrt ampang,153973,LRT
5/9/2023,lrt ampang,160965,LRT
6/9/2023,lrt ampang,162466,LRT
7/9/2023,lrt ampang,162063,LRT
8/9/2023,lrt ampang,161362,LRT
9/9/2023,lrt ampang,123587,LRT
10/9/2023,lrt ampang,105562,LRT
11/9/2023,lrt ampang,157865,LRT
12/9/2023,lrt ampang,162603,LRT
13/9/2023,lrt ampang,164264,LRT
14/9/2023,lrt ampang,161769,LRT
15/9/2023,lrt ampang,164722,LRT
16/9/2023,lrt ampang,116146,LRT
17/9/2023,lrt ampang,96759,LRT
18/9/2023,lrt ampang,157074,LRT
19/9/2023,lrt ampang,163811,LRT
20/9/2023,lrt ampang,164254,LRT
21/9/2023,lrt ampang,162734,LRT
22/9/2023,lrt ampang,163194,LRT
23/9/2023,lrt ampang,110680,LRT
24/9/2023,lrt ampang,93123,LRT
25/9/2023,lrt ampang,158798,LRT
26/9/2023,lrt ampang,163203,LRT
27/9/2023,lrt ampang,168906,LRT
28/9/2023,lrt ampang,99592,LRT
29/9/2023,lrt ampang,155834,LRT
30/9/2023,lrt ampang,117356,LRT
1/10/2023,lrt ampang,102970,LRT
2/10/2023,lrt ampang,159335,LRT
3/10/2023,lrt ampang,164939,LRT
4/10/2023,lrt ampang,165967,LRT
5/10/2023,lrt ampang,164723,LRT
6/10/2023,lrt ampang,168200,LRT
7/10/2023,lrt ampang,117280,LRT
8/10/2023,lrt ampang,104194,LRT
9/10/2023,lrt ampang,160677,LRT
10/10/2023,lrt ampang,163932,LRT
11/10/2023,lrt ampang,164959,LRT
12/10/2023,lrt ampang,161817,LRT
13/10/2023,lrt ampang,197735,LRT
14/10/2023,lrt ampang,111920,LRT
15/10/2023,lrt ampang,98380,LRT
16/10/2023,lrt ampang,161959,LRT
17/10/2023,lrt ampang,187016,LRT
18/10/2023,lrt ampang,167017,LRT
19/10/2023,lrt ampang,166233,LRT
20/10/2023,lrt ampang,167968,LRT
21/10/2023,lrt ampang,112580,LRT
22/10/2023,lrt ampang,102503,LRT
23/10/2023,lrt ampang,160945,LRT
24/10/2023,lrt ampang,169839,LRT
25/10/2023,lrt ampang,165138,LRT
26/10/2023,lrt ampang,164608,LRT
27/10/2023,lrt ampang,165783,LRT
28/10/2023,lrt ampang,115211,LRT
29/10/2023,lrt ampang,98246,LRT
30/10/2023,lrt ampang,158224,LRT
31/10/2023,lrt ampang,163126,LRT
1/11/2023,lrt ampang,166517,LRT
2/11/2023,lrt ampang,164381,LRT
3/11/2023,lrt ampang,167152,LRT
4/11/2023,lrt ampang,119716,LRT
5/11/2023,lrt ampang,104440,LRT
6/11/2023,lrt ampang,162582,LRT
7/11/2023,lrt ampang,168981,LRT
8/11/2023,lrt ampang,172189,LRT
9/11/2023,lrt ampang,171653,LRT
10/11/2023,lrt ampang,175560,LRT
11/11/2023,lrt ampang,125150,LRT
12/11/2023,lrt ampang,118480,LRT
13/11/2023,lrt ampang,101664,LRT
14/11/2023,lrt ampang,152628,LRT
15/11/2023,lrt ampang,162135,LRT
16/11/2023,lrt ampang,173089,LRT
17/11/2023,lrt ampang,160067,LRT
18/11/2023,lrt ampang,112646,LRT
19/11/2023,lrt ampang,96012,LRT
20/11/2023,lrt ampang,160409,LRT
21/11/2023,lrt ampang,165504,LRT
22/11/2023,lrt ampang,250614,LRT
23/11/2023,lrt ampang,168627,LRT
24/11/2023,lrt ampang,170630,LRT
25/11/2023,lrt ampang,118685,LRT
26/11/2023,lrt ampang,102424,LRT
27/11/2023,lrt ampang,161414,LRT
28/11/2023,lrt ampang,166671,LRT
29/11/2023,lrt ampang,166895,LRT
30/11/2023,lrt ampang,165275,LRT
1/12/2023,lrt ampang,168552,LRT
2/12/2023,lrt ampang,121162,LRT
3/12/2023,lrt ampang,107791,LRT
4/12/2023,lrt ampang,158852,LRT
5/12/2023,lrt ampang,162829,LRT
6/12/2023,lrt ampang,166493,LRT
7/12/2023,lrt ampang,165729,LRT
8/12/2023,lrt ampang,243298,LRT
9/12/2023,lrt ampang,137022,LRT
10/12/2023,lrt ampang,129807,LRT
11/12/2023,lrt ampang,151346,LRT
12/12/2023,lrt ampang,163424,LRT
13/12/2023,lrt ampang,161783,LRT
14/12/2023,lrt ampang,159575,LRT
15/12/2023,lrt ampang,169157,LRT
16/12/2023,lrt ampang,117347,LRT
17/12/2023,lrt ampang,107590,LRT
18/12/2023,lrt ampang,154378,LRT
19/12/2023,lrt ampang,157400,LRT
20/12/2023,lrt ampang,159376,LRT
21/12/2023,lrt ampang,156390,LRT
22/12/2023,lrt ampang,156009,LRT
23/12/2023,lrt ampang,126178,LRT
24/12/2023,lrt ampang,126020,LRT
25/12/2023,lrt ampang,112249,LRT
26/12/2023,lrt ampang,136939,LRT
27/12/2023,lrt ampang,142064,LRT
28/12/2023,lrt ampang,141124,LRT
29/12/2023,lrt ampang,141251,LRT
30/12/2023,lrt ampang,110788,LRT
31/12/2023,lrt ampang,149183,LRT
1/1/2024,lrt ampang,103076,LRT
2/1/2024,lrt ampang,153716,LRT
3/1/2024,lrt ampang,157042,LRT
4/1/2024,lrt ampang,155018,LRT
5/1/2024,lrt ampang,156007,LRT
6/1/2024,lrt ampang,105102,LRT
7/1/2024,lrt ampang,90321,LRT
8/1/2024,lrt ampang,161338,LRT
9/1/2024,lrt ampang,165949,LRT
10/1/2024,lrt ampang,167526,LRT
11/1/2024,lrt ampang,167341,LRT
12/1/2024,lrt ampang,171423,LRT
13/1/2024,lrt ampang,131116,LRT
14/1/2024,lrt ampang,101780,LRT
15/1/2024,lrt ampang,160979,LRT
16/1/2024,lrt ampang,165856,LRT
17/1/2024,lrt ampang,167244,LRT
18/1/2024,lrt ampang,165975,LRT
19/1/2024,lrt ampang,167326,LRT
20/1/2024,lrt ampang,112232,LRT
21/1/2024,lrt ampang,97180,LRT
22/1/2024,lrt ampang,163130,LRT
23/1/2024,lrt ampang,171129,LRT
24/1/2024,lrt ampang,175617,LRT
25/1/2024,lrt ampang,99739,LRT
26/1/2024,lrt ampang,157017,LRT
27/1/2024,lrt ampang,114892,LRT
28/1/2024,lrt ampang,96029,LRT
29/1/2024,lrt ampang,164224,LRT
30/1/2024,lrt ampang,168871,LRT
31/1/2024,lrt ampang,171748,LRT
1/2/2024,lrt ampang,110345,LRT
2/2/2024,lrt ampang,167247,LRT
3/2/2024,lrt ampang,123360,LRT
4/2/2024,lrt ampang,105648,LRT
5/2/2024,lrt ampang,172179,LRT
6/2/2024,lrt ampang,178800,LRT
7/2/2024,lrt ampang,181361,LRT
8/2/2024,lrt ampang,168826,LRT
9/2/2024,lrt ampang,145126,LRT
10/2/2024,lrt ampang,120724,LRT
11/2/2024,lrt ampang,127252,LRT
12/2/2024,lrt ampang,106837,LRT
13/2/2024,lrt ampang,140635,LRT
14/2/2024,lrt ampang,149656,LRT
15/2/2024,lrt ampang,152668,LRT
16/2/2024,lrt ampang,151510,LRT
17/2/2024,lrt ampang,115135,LRT
18/2/2024,lrt ampang,101449,LRT
19/2/2024,lrt ampang,172723,LRT
20/2/2024,lrt ampang,176499,LRT
21/2/2024,lrt ampang,180768,LRT
22/2/2024,lrt ampang,179822,LRT
23/2/2024,lrt ampang,182119,LRT
24/2/2024,lrt ampang,169623,LRT
25/2/2024,lrt ampang,117169,LRT
26/2/2024,lrt ampang,178115,LRT
27/2/2024,lrt ampang,182934,LRT
28/2/2024,lrt ampang,185713,LRT
29/2/2024,lrt ampang,186270,LRT
1/3/2024,lrt ampang,188995,LRT
2/3/2024,lrt ampang,139706,LRT
3/3/2024,lrt ampang,130402,LRT
4/3/2024,lrt ampang,186477,LRT
5/3/2024,lrt ampang,192409,LRT
6/3/2024,lrt ampang,196748,LRT
7/3/2024,lrt ampang,195279,LRT
8/3/2024,lrt ampang,198209,LRT
9/3/2024,lrt ampang,147949,LRT
10/3/2024,lrt ampang,131424,LRT
11/3/2024,lrt ampang,195586,LRT
12/3/2024,lrt ampang,183417,LRT
13/3/2024,lrt ampang,187531,LRT
14/3/2024,lrt ampang,187979,LRT
15/3/2024,lrt ampang,186992,LRT
16/3/2024,lrt ampang,117619,LRT
17/3/2024,lrt ampang,103038,LRT
18/3/2024,lrt ampang,185402,LRT
19/3/2024,lrt ampang,187656,LRT
20/3/2024,lrt ampang,189346,LRT
21/3/2024,lrt ampang,188363,LRT
22/3/2024,lrt ampang,193518,LRT
23/3/2024,lrt ampang,128138,LRT
24/3/2024,lrt ampang,109748,LRT
25/3/2024,lrt ampang,186459,LRT
26/3/2024,lrt ampang,200366,LRT
27/3/2024,lrt ampang,195860,LRT
28/3/2024,lrt ampang,123967,LRT
29/3/2024,lrt ampang,182922,LRT
30/3/2024,lrt ampang,136787,LRT
31/3/2024,lrt ampang,118616,LRT
1/4/2024,lrt ampang,190688,LRT
2/4/2024,lrt ampang,194353,LRT
3/4/2024,lrt ampang,198362,LRT
4/4/2024,lrt ampang,196235,LRT
5/4/2024,lrt ampang,205028,LRT
6/4/2024,lrt ampang,138273,LRT
7/4/2024,lrt ampang,125082,LRT
8/4/2024,lrt ampang,159953,LRT
9/4/2024,lrt ampang,152799,LRT
10/4/2024,lrt ampang,124942,LRT
11/4/2024,lrt ampang,119246,LRT
12/4/2024,lrt ampang,130820,LRT
13/4/2024,lrt ampang,104348,LRT
14/4/2024,lrt ampang,102134,LRT
15/4/2024,lrt ampang,172157,LRT
16/4/2024,lrt ampang,181350,LRT
17/4/2024,lrt ampang,187724,LRT
18/4/2024,lrt ampang,185814,LRT
19/4/2024,lrt ampang,189184,LRT
20/4/2024,lrt ampang,128980,LRT
21/4/2024,lrt ampang,113505,LRT
22/4/2024,lrt ampang,186110,LRT
23/4/2024,lrt ampang,191353,LRT
24/4/2024,lrt ampang,191429,LRT
25/4/2024,lrt ampang,189166,LRT
26/4/2024,lrt ampang,193453,LRT
27/4/2024,lrt ampang,143091,LRT
28/4/2024,lrt ampang,117225,LRT
29/4/2024,lrt ampang,187311,LRT
30/4/2024,lrt ampang,194819,LRT
1/5/2024,lrt ampang,119793,LRT
2/5/2024,lrt ampang,195431,LRT
3/5/2024,lrt ampang,197806,LRT
4/5/2024,lrt ampang,143552,LRT
5/5/2024,lrt ampang,123295,LRT
6/5/2024,lrt ampang,192678,LRT
7/5/2024,lrt ampang,198206,LRT
8/5/2024,lrt ampang,199795,LRT
9/5/2024,lrt ampang,197917,LRT
10/5/2024,lrt ampang,201590,LRT
11/5/2024,lrt ampang,135207,LRT
12/5/2024,lrt ampang,128056,LRT
13/5/2024,lrt ampang,195021,LRT
14/5/2024,lrt ampang,198047,LRT
15/5/2024,lrt ampang,197979,LRT
16/5/2024,lrt ampang,196937,LRT
17/5/2024,lrt ampang,200726,LRT
18/5/2024,lrt ampang,138417,LRT
19/5/2024,lrt ampang,123106,LRT
20/5/2024,lrt ampang,189554,LRT
21/5/2024,lrt ampang,196286,LRT
22/5/2024,lrt ampang,118052,LRT
23/5/2024,lrt ampang,192282,LRT
24/5/2024,lrt ampang,210072,LRT
25/5/2024,lrt ampang,169115,LRT
26/5/2024,lrt ampang,154341,LRT
27/5/2024,lrt ampang,209792,LRT
28/5/2024,lrt ampang,215276,LRT
29/5/2024,lrt ampang,224227,LRT
30/5/2024,lrt ampang,223563,LRT
31/5/2024,lrt ampang,221354,LRT
1/6/2024,lrt ampang,185932,LRT
2/6/2024,lrt ampang,162167,LRT
3/6/2024,lrt ampang,115327,LRT
4/6/2024,lrt ampang,196980,LRT
5/6/2024,lrt ampang,195988,LRT
6/6/2024,lrt ampang,194376,LRT
7/6/2024,lrt ampang,198250,LRT
8/6/2024,lrt ampang,144743,LRT
9/6/2024,lrt ampang,132320,LRT
10/6/2024,lrt ampang,197865,LRT
11/6/2024,lrt ampang,210343,LRT
12/6/2024,lrt ampang,202214,LRT
13/6/2024,lrt ampang,202468,LRT
14/6/2024,lrt ampang,203495,LRT
15/6/2024,lrt ampang,139011,LRT
16/6/2024,lrt ampang,125659,LRT
17/6/2024,lrt ampang,116649,LRT
18/6/2024,lrt ampang,185441,LRT
19/6/2024,lrt ampang,194749,LRT
20/6/2024,lrt ampang,193956,LRT
21/6/2024,lrt ampang,194890,LRT
22/6/2024,lrt ampang,142584,LRT
23/6/2024,lrt ampang,130091,LRT
24/6/2024,lrt ampang,189584,LRT
25/6/2024,lrt ampang,194186,LRT
26/6/2024,lrt ampang,196416,LRT
27/6/2024,lrt ampang,194265,LRT
28/6/2024,lrt ampang,195212,LRT
29/6/2024,lrt ampang,140938,LRT
30/6/2024,lrt ampang,120543,LRT
1/7/2024,lrt ampang,195781,LRT
2/7/2024,lrt ampang,200482,LRT
3/7/2024,lrt ampang,203010,LRT
4/7/2024,lrt ampang,202097,LRT
5/7/2024,lrt ampang,207116,LRT
6/7/2024,lrt ampang,142730,LRT
7/7/2024,lrt ampang,132547,LRT
8/7/2024,lrt ampang,115556,LRT
9/7/2024,lrt ampang,200793,LRT
10/7/2024,lrt ampang,205059,LRT
11/7/2024,lrt ampang,203117,LRT
12/7/2024,lrt ampang,201799,LRT
13/7/2024,lrt ampang,140503,LRT
14/7/2024,lrt ampang,120570,LRT
15/7/2024,lrt ampang,196946,LRT
16/7/2024,lrt ampang,201215,LRT
17/7/2024,lrt ampang,203820,LRT
18/7/2024,lrt ampang,201041,LRT
19/7/2024,lrt ampang,203725,LRT
20/7/2024,lrt ampang,144224,LRT
21/7/2024,lrt ampang,120702,LRT
22/7/2024,lrt ampang,196906,LRT
23/7/2024,lrt ampang,200663,LRT
24/7/2024,lrt ampang,200489,LRT
25/7/2024,lrt ampang,201412,LRT
26/7/2024,lrt ampang,203776,LRT
27/7/2024,lrt ampang,157058,LRT
28/7/2024,lrt ampang,123404,LRT
29/7/2024,lrt ampang,194951,LRT
30/7/2024,lrt ampang,200996,LRT
31/7/2024,lrt ampang,204121,LRT
1/8/2024,lrt ampang,204262,LRT
2/8/2024,lrt ampang,205429,LRT
3/8/2024,lrt ampang,146392,LRT
4/8/2024,lrt ampang,124605,LRT
5/8/2024,lrt ampang,197994,LRT
6/8/2024,lrt ampang,205357,LRT
7/8/2024,lrt ampang,207151,LRT
8/8/2024,lrt ampang,208296,LRT
9/8/2024,lrt ampang,209159,LRT
10/8/2024,lrt ampang,144796,LRT
11/8/2024,lrt ampang,120850,LRT
12/8/2024,lrt ampang,205055,LRT
13/8/2024,lrt ampang,207568,LRT
14/8/2024,lrt ampang,208371,LRT
15/8/2024,lrt ampang,205831,LRT
16/8/2024,lrt ampang,206027,LRT
17/8/2024,lrt ampang,143562,LRT
18/8/2024,lrt ampang,127114,LRT
19/8/2024,lrt ampang,201172,LRT
20/8/2024,lrt ampang,202945,LRT
21/8/2024,lrt ampang,205962,LRT
22/8/2024,lrt ampang,205098,LRT
23/8/2024,lrt ampang,209914,LRT
24/8/2024,lrt ampang,188168,LRT
25/8/2024,lrt ampang,123771,LRT
26/8/2024,lrt ampang,198966,LRT
27/8/2024,lrt ampang,203016,LRT
28/8/2024,lrt ampang,203051,LRT
29/8/2024,lrt ampang,201717,LRT
30/8/2024,lrt ampang,208483,LRT
31/8/2024,lrt ampang,151077,LRT
1/9/2024,lrt ampang,116430,LRT
2/9/2024,lrt ampang,186296,LRT
3/9/2024,lrt ampang,195168,LRT
4/9/2024,lrt ampang,209439,LRT
5/9/2024,lrt ampang,204667,LRT
6/9/2024,lrt ampang,205926,LRT
7/9/2024,lrt ampang,152736,LRT
8/9/2024,lrt ampang,138454,LRT
9/9/2024,lrt ampang,204112,LRT
10/9/2024,lrt ampang,206941,LRT
11/9/2024,lrt ampang,209305,LRT
12/9/2024,lrt ampang,205705,LRT
13/9/2024,lrt ampang,208120,LRT
14/9/2024,lrt ampang,148318,LRT
15/9/2024,lrt ampang,141572,LRT
16/9/2024,lrt ampang,132111,LRT
17/9/2024,lrt ampang,164068,LRT
18/9/2024,lrt ampang,202184,LRT
19/9/2024,lrt ampang,202851,LRT
20/9/2024,lrt ampang,203038,LRT
21/9/2024,lrt ampang,131042,LRT
22/9/2024,lrt ampang,122522,LRT
23/9/2024,lrt ampang,197533,LRT
24/9/2024,lrt ampang,203545,LRT
25/9/2024,lrt ampang,204256,LRT
26/9/2024,lrt ampang,204768,LRT
27/9/2024,lrt ampang,204716,LRT
28/9/2024,lrt ampang,137363,LRT
29/9/2024,lrt ampang,122237,LRT
30/9/2024,lrt ampang,199707,LRT
1/10/2024,lrt ampang,208157,LRT
2/10/2024,lrt ampang,210868,LRT
3/10/2024,lrt ampang,212972,LRT
4/10/2024,lrt ampang,214432,LRT
5/10/2024,lrt ampang,149540,LRT
6/10/2024,lrt ampang,140175,LRT
7/10/2024,lrt ampang,206418,LRT
8/10/2024,lrt ampang,211624,LRT
9/10/2024,lrt ampang,210946,LRT
10/10/2024,lrt ampang,209120,LRT
11/10/2024,lrt ampang,212082,LRT
12/10/2024,lrt ampang,143683,LRT
13/10/2024,lrt ampang,130716,LRT
14/10/2024,lrt ampang,204927,LRT
15/10/2024,lrt ampang,210346,LRT
16/10/2024,lrt ampang,213317,LRT
17/10/2024,lrt ampang,209294,LRT
18/10/2024,lrt ampang,210764,LRT
19/10/2024,lrt ampang,136167,LRT
20/10/2024,lrt ampang,126704,LRT
21/10/2024,lrt ampang,204313,LRT
22/10/2024,lrt ampang,209169,LRT
23/10/2024,lrt ampang,209391,LRT
24/10/2024,lrt ampang,211567,LRT
25/10/2024,lrt ampang,216805,LRT
26/10/2024,lrt ampang,202770,LRT
27/10/2024,lrt ampang,134913,LRT
28/10/2024,lrt ampang,202283,LRT
29/10/2024,lrt ampang,209759,LRT
30/10/2024,lrt ampang,208718,LRT
31/10/2024,lrt ampang,136394,LRT
1/11/2024,lrt ampang,173509,LRT
2/11/2024,lrt ampang,135572,LRT
3/11/2024,lrt ampang,122312,LRT
4/11/2024,lrt ampang,201885,LRT
5/11/2024,lrt ampang,208504,LRT
6/11/2024,lrt ampang,211114,LRT
7/11/2024,lrt ampang,210981,LRT
8/11/2024,lrt ampang,217237,LRT
9/11/2024,lrt ampang,148826,LRT
10/11/2024,lrt ampang,132608,LRT
11/11/2024,lrt ampang,210460,LRT
12/11/2024,lrt ampang,211918,LRT
13/11/2024,lrt ampang,212083,LRT
14/11/2024,lrt ampang,211084,LRT
15/11/2024,lrt ampang,215283,LRT
16/11/2024,lrt ampang,141851,LRT
17/11/2024,lrt ampang,128644,LRT
18/11/2024,lrt ampang,209250,LRT
19/11/2024,lrt ampang,214740,LRT
20/11/2024,lrt ampang,215276,LRT
21/11/2024,lrt ampang,226664,LRT
22/11/2024,lrt ampang,219280,LRT
23/11/2024,lrt ampang,179338,LRT
24/11/2024,lrt ampang,133715,LRT
25/11/2024,lrt ampang,207317,LRT
26/11/2024,lrt ampang,211488,LRT
27/11/2024,lrt ampang,211400,LRT
28/11/2024,lrt ampang,212373,LRT
29/11/2024,lrt ampang,219553,LRT
30/11/2024,lrt ampang,164062,LRT
1/12/2024,lrt ampang,144193,LRT
2/12/2024,lrt ampang,205735,LRT
3/12/2024,lrt ampang,211026,LRT
4/12/2024,lrt ampang,213656,LRT
5/12/2024,lrt ampang,211076,LRT
6/12/2024,lrt ampang,216168,LRT
7/12/2024,lrt ampang,164251,LRT
8/12/2024,lrt ampang,140502,LRT
9/12/2024,lrt ampang,205708,LRT
10/12/2024,lrt ampang,213122,LRT
11/12/2024,lrt ampang,208507,LRT
12/12/2024,lrt ampang,208516,LRT
13/12/2024,lrt ampang,205706,LRT
14/12/2024,lrt ampang,157720,LRT
15/12/2024,lrt ampang,137366,LRT
16/12/2024,lrt ampang,199972,LRT
17/12/2024,lrt ampang,205046,LRT
18/12/2024,lrt ampang,208895,LRT
19/12/2024,lrt ampang,203466,LRT
20/12/2024,lrt ampang,230838,LRT
21/12/2024,lrt ampang,157688,LRT
22/12/2024,lrt ampang,148044,LRT
23/12/2024,lrt ampang,195769,LRT
24/12/2024,lrt ampang,199032,LRT
25/12/2024,lrt ampang,147069,LRT
26/12/2024,lrt ampang,181588,LRT
27/12/2024,lrt ampang,177554,LRT
28/12/2024,lrt ampang,138977,LRT
29/12/2024,lrt ampang,119588,LRT
30/12/2024,lrt ampang,179275,LRT
31/12/2024,lrt ampang,244890,LRT
1/1/2025,lrt ampang,139336,LRT
2/1/2025,lrt ampang,191527,LRT
3/1/2025,lrt ampang,190163,LRT
4/1/2025,lrt ampang,125243,LRT
5/1/2025,lrt ampang,116910,LRT
6/1/2025,lrt ampang,205114,LRT
7/1/2025,lrt ampang,212315,LRT
8/1/2025,lrt ampang,214420,LRT
9/1/2025,lrt ampang,213773,LRT
10/1/2025,lrt ampang,215163,LRT
11/1/2025,lrt ampang,146068,LRT
12/1/2025,lrt ampang,132054,LRT
13/1/2025,lrt ampang,207734,LRT
14/1/2025,lrt ampang,209381,LRT
15/1/2025,lrt ampang,213138,LRT
16/1/2025,lrt ampang,213592,LRT
17/1/2025,lrt ampang,214706,LRT
18/1/2025,lrt ampang,143047,LRT
19/1/2025,lrt ampang,129010,LRT
20/1/2025,lrt ampang,210454,LRT
21/1/2025,lrt ampang,213945,LRT
22/1/2025,lrt ampang,216049,LRT
23/1/2025,lrt ampang,215772,LRT
24/1/2025,lrt ampang,214693,LRT
25/1/2025,lrt ampang,150521,LRT
26/1/2025,lrt ampang,132141,LRT
27/1/2025,lrt ampang,184606,LRT
28/1/2025,lrt ampang,176661,LRT
29/1/2025,lrt ampang,155474,LRT
30/1/2025,lrt ampang,130545,LRT
31/1/2025,lrt ampang,150392,LRT
1/2/2025,lrt ampang,137750,LRT
2/2/2025,lrt ampang,124982,LRT
3/2/2025,lrt ampang,195569,LRT
4/2/2025,lrt ampang,204350,LRT
5/2/2025,lrt ampang,205615,LRT
6/2/2025,lrt ampang,205056,LRT
7/2/2025,lrt ampang,210820,LRT
8/2/2025,lrt ampang,151911,LRT
9/2/2025,lrt ampang,141149,LRT
10/2/2025,lrt ampang,208441,LRT
11/2/2025,lrt ampang,127200,LRT
12/2/2025,lrt ampang,228225,LRT
13/2/2025,lrt ampang,217769,LRT
14/2/2025,lrt ampang,221124,LRT
15/2/2025,lrt ampang,188603,LRT
16/2/2025,lrt ampang,131794,LRT
17/2/2025,lrt ampang,213795,LRT
18/2/2025,lrt ampang,232156,LRT
19/2/2025,lrt ampang,223616,LRT
20/2/2025,lrt ampang,223185,LRT
21/2/2025,lrt ampang,220640,LRT
22/2/2025,lrt ampang,147805,LRT
23/2/2025,lrt ampang,134713,LRT
24/2/2025,lrt ampang,220881,LRT
25/2/2025,lrt ampang,221891,LRT
26/2/2025,lrt ampang,224522,LRT
27/2/2025,lrt ampang,220964,LRT
28/2/2025,lrt ampang,228126,LRT
1/3/2025,lrt ampang,152291,LRT
2/3/2025,lrt ampang,108614,LRT
3/3/2025,lrt ampang,209186,LRT
4/3/2025,lrt ampang,215561,LRT
5/3/2025,lrt ampang,216790,LRT
6/3/2025,lrt ampang,214727,LRT
7/3/2025,lrt ampang,217914,LRT
8/3/2025,lrt ampang,136018,LRT
9/3/2025,lrt ampang,123482,LRT
10/3/2025,lrt ampang,215293,LRT
11/3/2025,lrt ampang,220271,LRT
12/3/2025,lrt ampang,220890,LRT
13/3/2025,lrt ampang,218780,LRT
14/3/2025,lrt ampang,224709,LRT
15/3/2025,lrt ampang,152871,LRT
16/3/2025,lrt ampang,129348,LRT
17/3/2025,lrt ampang,207441,LRT
18/3/2025,lrt ampang,131185,LRT
19/3/2025,lrt ampang,219638,LRT
20/3/2025,lrt ampang,219719,LRT
21/3/2025,lrt ampang,224703,LRT
22/3/2025,lrt ampang,157746,LRT
23/3/2025,lrt ampang,130348,LRT
24/3/2025,lrt ampang,216856,LRT
25/3/2025,lrt ampang,221884,LRT
26/3/2025,lrt ampang,224121,LRT
27/3/2025,lrt ampang,216794,LRT
28/3/2025,lrt ampang,215045,LRT
29/3/2025,lrt ampang,139460,LRT
30/3/2025,lrt ampang,128761,LRT
31/3/2025,lrt ampang,125487,LRT
1/4/2025,lrt ampang,120820,LRT
2/4/2025,lrt ampang,153667,LRT
3/4/2025,lrt ampang,159454,LRT
4/4/2025,lrt ampang,159731,LRT
5/4/2025,lrt ampang,123961,LRT
6/4/2025,lrt ampang,119403,LRT
7/4/2025,lrt ampang,209011,LRT
8/4/2025,lrt ampang,215301,LRT
9/4/2025,lrt ampang,216843,LRT
10/4/2025,lrt ampang,217079,LRT
11/4/2025,lrt ampang,218680,LRT
12/4/2025,lrt ampang,152090,LRT
13/4/2025,lrt ampang,138284,LRT
14/4/2025,lrt ampang,213442,LRT
15/4/2025,lrt ampang,221006,LRT
16/4/2025,lrt ampang,229770,LRT
17/4/2025,lrt ampang,222820,LRT
18/4/2025,lrt ampang,222826,LRT
19/4/2025,lrt ampang,153268,LRT
20/4/2025,lrt ampang,135852,LRT
21/4/2025,lrt ampang,214644,LRT
22/4/2025,lrt ampang,219717,LRT
23/4/2025,lrt ampang,218590,LRT
24/4/2025,lrt ampang,219041,LRT
25/4/2025,lrt ampang,221078,LRT
26/4/2025,lrt ampang,175316,LRT
27/4/2025,lrt ampang,128766,LRT
28/4/2025,lrt ampang,214520,LRT
29/4/2025,lrt ampang,218225,LRT
30/4/2025,lrt ampang,228437,LRT
1/5/2025,lrt ampang,139832,LRT
2/5/2025,lrt ampang,207353,LRT
3/5/2025,lrt ampang,150575,LRT
4/5/2025,lrt ampang,132118,LRT
5/5/2025,lrt ampang,218783,LRT
6/5/2025,lrt ampang,222059,LRT
7/5/2025,lrt ampang,223517,LRT
8/5/2025,lrt ampang,219484,LRT
9/5/2025,lrt ampang,225336,LRT
10/5/2025,lrt ampang,192139,LRT
11/5/2025,lrt ampang,145098,LRT
12/5/2025,lrt ampang,128331,LRT
13/5/2025,lrt ampang,220529,LRT
14/5/2025,lrt ampang,222783,LRT
15/5/2025,lrt ampang,218574,LRT
16/5/2025,lrt ampang,217546,LRT
17/5/2025,lrt ampang,148074,LRT
18/5/2025,lrt ampang,123265,LRT
19/5/2025,lrt ampang,211621,LRT
20/5/2025,lrt ampang,221115,LRT
21/5/2025,lrt ampang,225754,LRT
22/5/2025,lrt ampang,224460,LRT
23/5/2025,lrt ampang,241346,LRT
24/5/2025,lrt ampang,191555,LRT
25/5/2025,lrt ampang,155888,LRT
26/5/2025,lrt ampang,211797,LRT
27/5/2025,lrt ampang,214400,LRT
28/5/2025,lrt ampang,270317,LRT
29/5/2025,lrt ampang,244905,LRT
30/5/2025,lrt ampang,247706,LRT
31/5/2025,lrt ampang,199745,LRT
1/6/2025,lrt ampang,185693,LRT
2/6/2025,lrt ampang,126401,LRT
3/6/2025,lrt ampang,216820,LRT
4/6/2025,lrt ampang,218953,LRT
5/6/2025,lrt ampang,215161,LRT
6/6/2025,lrt ampang,197827,LRT
7/6/2025,lrt ampang,136151,LRT
8/6/2025,lrt ampang,135915,LRT
9/6/2025,lrt ampang,196179,LRT
10/6/2025,lrt ampang,252132,LRT
11/6/2025,lrt ampang,223976,LRT
12/6/2025,lrt ampang,219157,LRT
13/6/2025,lrt ampang,217800,LRT
14/6/2025,lrt ampang,148285,LRT
15/6/2025,lrt ampang,132153,LRT
16/6/2025,lrt ampang,215238,LRT
17/6/2025,lrt ampang,221237,LRT
18/6/2025,lrt ampang,221978,LRT
19/6/2025,lrt ampang,217680,LRT
20/6/2025,lrt ampang,220118,LRT
21/6/2025,lrt ampang,157278,LRT
22/6/2025,lrt ampang,149515,LRT
23/6/2025,lrt ampang,213906,LRT
24/6/2025,lrt ampang,218889,LRT
25/6/2025,lrt ampang,220795,LRT
26/6/2025,lrt ampang,221297,LRT
27/6/2025,lrt ampang,131376,LRT
28/6/2025,lrt ampang,141403,LRT
29/6/2025,lrt ampang,124740,LRT
